,year,mon,day,phonelock_time
0,2013,3,28,0
1,2013,3,29,39251
2,2013,3,30,38770
3,2013,3,31,23646
4,2013,4,1,23690
5,2013,4,2,40895
6,2013,4,3,42020
7,2013,4,4,44177
8,2013,4,5,42865
9,2013,4,6,45372
10,2013,4,7,47650
11,2013,4,8,60698
12,2013,4,9,50227
13,2013,4,10,38884
14,2013,4,11,47125
15,2013,4,12,50021
16,2013,4,13,51349
17,2013,4,14,47288
18,2013,4,15,47650
19,2013,4,16,59021
20,2013,4,17,46592
21,2013,4,18,44638
22,2013,4,19,25756
23,2013,4,20,44240
24,2013,4,21,53117
25,2013,4,22,27924
26,2013,4,23,6954
27,2013,4,24,31574
28,2013,4,25,38852
29,2013,4,26,16096
30,2013,4,27,44038
31,2013,4,28,61858
32,2013,4,29,51107
33,2013,4,30,64577
34,2013,5,1,17130
35,2013,5,2,33312
36,2013,5,3,11438
37,2013,5,4,0
38,2013,5,5,31032
39,2013,5,6,46896
40,2013,5,7,47391
41,2013,5,8,42999
42,2013,5,9,53152
43,2013,5,10,49325
44,2013,5,11,54206
45,2013,5,12,40103
46,2013,5,13,57780
47,2013,5,14,18413
48,2013,5,15,43168
49,2013,5,16,40028
50,2013,5,17,48517
51,2013,5,18,24083
52,2013,5,19,52063
53,2013,5,20,58575
54,2013,5,21,51605
55,2013,5,22,33894
56,2013,5,23,57049
57,2013,5,24,62250
58,2013,5,25,54953
59,2013,5,26,43260
60,2013,5,27,38284
61,2013,5,28,28143
62,2013,5,29,16323
63,2013,5,30,56630
64,2013,5,31,50213
