,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,28,33345
2,2013,3,29,13582
3,2013,3,30,29439
4,2013,3,31,38967
5,2013,4,1,45746
6,2013,4,2,41515
7,2013,4,3,73146
8,2013,4,4,68698
9,2013,4,5,34624
10,2013,4,6,46060
11,2013,4,7,35467
12,2013,4,8,41943
13,2013,4,9,71898
14,2013,4,10,22203
15,2013,4,11,58090
16,2013,4,12,6302
17,2013,4,13,5393
18,2013,4,14,7380
19,2013,4,15,78261
20,2013,4,16,19841
21,2013,4,17,58562
22,2013,4,18,42728
23,2013,4,20,0
24,2013,4,21,8979
25,2013,4,22,46266
26,2013,4,23,8255
27,2013,4,24,28864
28,2013,4,25,78836
29,2013,4,26,14967
30,2013,4,27,56819
31,2013,4,28,7442
32,2013,4,29,29354
33,2013,4,30,54892
34,2013,5,1,32012
35,2013,5,3,72179
36,2013,5,4,55126
37,2013,5,5,0
38,2013,5,6,5124
39,2013,5,8,0
40,2013,5,9,17474
41,2013,5,10,0
42,2013,5,11,0
43,2013,5,13,31611
44,2013,5,15,8292
45,2013,5,16,0
46,2013,5,19,0
47,2013,5,20,31905
48,2013,5,22,63587
49,2013,5,23,4338
50,2013,5,25,0
51,2013,5,27,0
