,year,mon,day,phonelock_time
0,2013,3,29,37622
1,2013,3,30,45597
2,2013,3,31,15778
3,2013,4,1,50118
4,2013,4,2,43497
5,2013,4,3,72700
6,2013,4,4,58621
7,2013,4,5,49383
8,2013,4,6,17275
9,2013,4,7,58797
10,2013,4,8,29784
11,2013,4,9,45016
12,2013,4,10,56734
13,2013,4,11,59105
14,2013,4,12,40514
15,2013,4,13,62991
16,2013,4,14,24708
17,2013,4,15,59175
18,2013,4,16,54127
19,2013,4,17,10749
20,2013,4,18,49258
21,2013,4,19,36497
22,2013,4,20,20943
23,2013,4,21,8061
24,2013,4,22,26262
25,2013,4,23,46994
26,2013,4,24,0
27,2013,4,25,4138
28,2013,4,26,63076
29,2013,4,27,68013
30,2013,4,28,63686
31,2013,4,29,62424
32,2013,4,30,38171
33,2013,5,1,11217
34,2013,5,2,56604
35,2013,5,3,15567
36,2013,5,4,35602
37,2013,5,5,70957
38,2013,5,6,4654
39,2013,5,7,40980
40,2013,5,8,32497
41,2013,5,9,8887
42,2013,5,10,53735
43,2013,5,11,55981
44,2013,5,12,3869
45,2013,5,13,55987
46,2013,5,14,6022
47,2013,5,15,12064
48,2013,5,16,48522
49,2013,5,17,15478
50,2013,5,18,32201
51,2013,5,19,50762
52,2013,5,20,8903
53,2013,5,21,60803
54,2013,5,22,44316
55,2013,5,23,59484
56,2013,5,24,68919
57,2013,5,25,54269
58,2013,5,26,29033
59,2013,5,28,31173
60,2013,5,29,16638
61,2013,5,30,0
62,2013,5,31,18474
