,year,mon,day,phonelock_time
0,2013,3,28,8916
1,2013,3,29,38799
2,2013,3,30,14835
3,2013,3,31,0
4,2013,4,1,16308
5,2013,4,2,46786
6,2013,4,3,27330
7,2013,4,4,0
8,2013,4,5,38407
9,2013,4,6,31514
10,2013,4,7,9436
11,2013,4,8,13951
12,2013,4,10,31162
13,2013,4,11,0
14,2013,4,12,44354
15,2013,4,13,12613
16,2013,4,14,8302
17,2013,4,15,20043
18,2013,4,16,32778
19,2013,4,17,25787
20,2013,4,18,47762
21,2013,4,19,29973
22,2013,4,20,3807
23,2013,4,21,10365
24,2013,4,22,4470
25,2013,4,25,17780
26,2013,4,26,23328
27,2013,4,27,12418
28,2013,4,28,0
29,2013,4,29,0
30,2013,4,30,0
31,2013,5,1,39497
32,2013,5,2,7409
33,2013,5,3,19759
34,2013,5,4,4048
35,2013,5,5,25747
36,2013,5,6,9844
37,2013,5,7,0
38,2013,5,8,33195
39,2013,5,9,0
40,2013,5,10,17030
41,2013,5,11,18005
42,2013,5,12,37266
43,2013,5,13,6984
44,2013,5,15,38961
45,2013,5,16,8353
46,2013,5,19,7885
47,2013,5,20,23938
48,2013,5,21,0
49,2013,5,22,25413
50,2013,5,24,0
51,2013,5,25,11420
52,2013,5,26,0
53,2013,5,27,4116
54,2013,5,28,26202
55,2013,5,29,13925
56,2013,5,30,4618
