,year,mon,day,phonelock_time
0,2013,3,27,0
1,2013,3,28,7662
2,2013,3,29,54836
3,2013,3,30,29862
4,2013,3,31,11575
5,2013,4,1,7645
6,2013,4,3,29066
7,2013,4,4,7116
8,2013,4,5,14157
9,2013,4,6,63810
10,2013,4,7,0
11,2013,4,8,28963
12,2013,4,9,0
13,2013,4,10,6300
14,2013,4,11,0
15,2013,4,13,0
16,2013,4,15,0
17,2013,4,16,18074
18,2013,4,17,4052
19,2013,4,21,0
20,2013,4,23,0
21,2013,4,29,5795
22,2013,4,30,0
23,2013,5,6,19295
24,2013,5,7,0
25,2013,5,8,34275
26,2013,5,9,0
27,2013,5,13,11589
28,2013,5,14,0
29,2013,5,15,0
30,2013,5,28,5021
