,year,mon,day,phonelock_time
0,2013,3,27,39189
1,2013,3,28,60618
2,2013,3,29,46141
3,2013,3,30,25366
4,2013,3,31,44837
5,2013,4,1,12851
6,2013,4,2,44481
7,2013,4,3,50603
8,2013,4,4,44395
9,2013,4,5,11943
10,2013,4,6,34344
11,2013,4,7,33233
12,2013,4,8,23627
13,2013,4,9,35427
14,2013,4,10,38324
15,2013,4,11,43174
16,2013,4,12,45649
17,2013,4,13,34346
18,2013,4,14,4393
19,2013,4,15,30789
20,2013,4,16,35925
21,2013,4,17,35868
22,2013,4,18,49863
23,2013,4,19,54474
24,2013,4,20,51604
25,2013,4,21,53757
26,2013,4,22,65114
27,2013,4,23,45024
28,2013,4,24,0
29,2013,4,25,50023
30,2013,4,26,40453
31,2013,4,27,34297
32,2013,4,28,37097
33,2013,4,29,71065
34,2013,4,30,37251
35,2013,5,1,54562
36,2013,5,2,58508
37,2013,5,3,63590
38,2013,5,4,34121
39,2013,5,5,32047
40,2013,5,6,37259
41,2013,5,7,37465
42,2013,5,8,44896
43,2013,5,9,49583
44,2013,5,10,34482
45,2013,5,11,37288
46,2013,5,12,27850
47,2013,5,13,47755
48,2013,5,14,43163
49,2013,5,15,44284
50,2013,5,16,44760
51,2013,5,17,52900
52,2013,5,18,49916
53,2013,5,19,41770
54,2013,5,20,42904
55,2013,5,21,35748
56,2013,5,22,13851
57,2013,5,23,50879
58,2013,5,24,54152
59,2013,5,25,48269
60,2013,5,26,55074
61,2013,5,27,31871
62,2013,5,28,52326
63,2013,5,29,43227
64,2013,5,30,8849
65,2013,5,31,6195
