,year,mon,day,phonelock_time
0,2013,3,29,4145
1,2013,3,30,0
2,2013,3,31,0
3,2013,4,1,3728
4,2013,4,2,25678
5,2013,4,3,67330
6,2013,4,4,41707
7,2013,4,5,65905
8,2013,4,6,57110
9,2013,4,7,18022
10,2013,4,8,54838
11,2013,4,9,37285
12,2013,4,10,51018
13,2013,4,11,50367
14,2013,4,12,32156
15,2013,4,13,17063
16,2013,4,14,39984
17,2013,4,15,43712
18,2013,4,16,0
19,2013,4,17,43875
20,2013,4,18,10311
21,2013,4,19,28896
22,2013,4,20,20088
23,2013,4,21,0
24,2013,4,22,25089
25,2013,4,23,9723
26,2013,4,24,3875
27,2013,4,25,14105
28,2013,4,26,13599
29,2013,4,27,0
30,2013,4,28,87788
31,2013,4,29,31523
32,2013,4,30,15633
33,2013,5,1,27878
34,2013,5,2,6983
35,2013,5,4,0
36,2013,5,5,0
37,2013,5,6,17774
38,2013,5,10,8377
39,2013,5,11,4896
40,2013,5,12,6763
41,2013,5,13,28748
42,2013,5,14,0
43,2013,5,15,23688
44,2013,5,16,0
45,2013,5,17,27497
46,2013,5,18,53510
47,2013,5,19,37157
48,2013,5,20,0
49,2013,5,21,33746
50,2013,5,22,29992
51,2013,5,23,43459
52,2013,5,24,60000
53,2013,5,25,3682
54,2013,5,27,43569
55,2013,5,28,15789
56,2013,5,29,23567
