,year,mon,day,mac_address_num
0,2013,3,27,5
1,2013,3,28,37
2,2013,3,29,40
3,2013,3,30,8
4,2013,3,31,8
5,2013,4,1,24
6,2013,4,2,24
7,2013,4,3,42
8,2013,4,4,41
9,2013,4,5,60
10,2013,4,6,14
11,2013,4,7,1
12,2013,4,8,57
13,2013,4,9,17
14,2013,4,10,66
15,2013,4,11,14
16,2013,4,12,22
17,2013,4,13,40
18,2013,4,14,10
19,2013,4,15,108
20,2013,4,16,38
21,2013,4,17,10
22,2013,4,18,51
23,2013,4,19,13
24,2013,4,20,20
25,2013,4,21,21
26,2013,4,22,84
27,2013,4,23,66
28,2013,4,24,12
29,2013,4,26,58
30,2013,4,27,28
31,2013,4,28,1
32,2013,4,29,31
33,2013,4,30,72
34,2013,5,1,1
35,2013,5,3,7
36,2013,5,4,11
37,2013,5,5,10
38,2013,5,6,5
39,2013,5,15,39
40,2013,5,16,11
41,2013,5,25,26
42,2013,5,26,19
43,2013,5,27,80
