,year,mon,day,mac_address_num
0,2013,3,27,19
1,2013,3,28,45
2,2013,3,29,39
3,2013,3,30,31
4,2013,3,31,4
5,2013,4,1,36
6,2013,4,2,15
7,2013,4,3,48
8,2013,4,4,34
9,2013,4,5,58
10,2013,4,6,27
11,2013,4,7,5
12,2013,4,8,33
13,2013,4,9,60
14,2013,4,10,52
15,2013,4,11,47
16,2013,4,12,84
17,2013,4,13,6
18,2013,4,14,7
19,2013,4,15,17
20,2013,4,16,34
21,2013,4,17,2
22,2013,4,18,69
23,2013,4,19,81
24,2013,4,20,43
25,2013,4,21,4
26,2013,4,22,13
27,2013,4,23,32
28,2013,4,24,38
29,2013,4,25,96
30,2013,4,26,81
31,2013,4,27,39
32,2013,4,28,8
33,2013,4,29,17
34,2013,4,30,6
35,2013,5,1,64
36,2013,5,2,54
37,2013,5,3,40
38,2013,5,4,49
39,2013,5,5,8
40,2013,5,6,72
41,2013,5,7,39
42,2013,5,8,69
43,2013,5,9,41
44,2013,5,10,17
45,2013,5,11,9
46,2013,5,12,7
47,2013,5,13,7
48,2013,5,14,7
49,2013,5,15,37
50,2013,5,16,7
51,2013,5,17,5
52,2013,5,18,6
53,2013,5,19,3
54,2013,5,20,42
55,2013,5,21,48
56,2013,5,22,39
57,2013,5,23,27
58,2013,5,25,3
59,2013,5,26,5
60,2013,5,27,4
61,2013,5,28,55
62,2013,5,29,76
63,2013,5,30,5
64,2013,5,31,4
