,year,mon,day,mac_address_num
0,2013,3,27,20
1,2013,3,28,7
2,2013,3,29,45
3,2013,3,30,6
4,2013,3,31,1
5,2013,4,1,53
6,2013,4,2,14
7,2013,4,3,36
8,2013,4,4,49
9,2013,4,5,45
10,2013,4,6,4
11,2013,4,7,10
12,2013,4,9,20
13,2013,4,10,41
14,2013,4,11,43
15,2013,4,12,75
16,2013,4,13,3
17,2013,4,14,13
18,2013,4,15,39
19,2013,4,16,67
20,2013,4,17,16
21,2013,4,19,45
22,2013,4,20,3
23,2013,4,21,16
24,2013,4,22,109
25,2013,4,23,65
26,2013,4,24,50
27,2013,4,25,51
28,2013,4,26,70
29,2013,4,27,3
30,2013,4,28,28
31,2013,4,29,34
32,2013,4,30,30
33,2013,5,1,45
34,2013,5,2,2
35,2013,5,8,10
36,2013,5,9,3
37,2013,5,10,25
38,2013,5,11,1
39,2013,5,12,23
40,2013,5,13,29
41,2013,5,14,1
42,2013,5,15,2
43,2013,5,16,1
44,2013,5,17,1
45,2013,5,21,108
46,2013,5,22,53
47,2013,5,23,53
48,2013,5,24,12
49,2013,5,25,91
50,2013,5,26,110
51,2013,5,27,2
52,2013,5,28,182
53,2013,5,29,110
