,year,mon,day,mac_address_num
0,2013,3,27,31
1,2013,3,28,72
2,2013,3,29,47
3,2013,3,30,28
4,2013,3,31,28
5,2013,4,1,42
6,2013,4,2,17
7,2013,4,3,60
8,2013,4,4,28
9,2013,4,5,68
10,2013,4,6,41
11,2013,4,7,37
12,2013,4,8,64
13,2013,4,9,20
14,2013,4,10,47
15,2013,4,11,58
16,2013,4,12,56
17,2013,4,13,43
18,2013,4,14,29
19,2013,4,15,84
20,2013,4,16,65
21,2013,4,17,80
22,2013,4,18,39
23,2013,4,19,77
24,2013,4,20,19
25,2013,4,21,36
26,2013,4,22,102
27,2013,4,23,84
28,2013,4,24,51
29,2013,4,25,20
30,2013,4,26,41
31,2013,4,27,45
32,2013,4,28,32
33,2013,4,29,105
34,2013,4,30,94
35,2013,5,1,36
36,2013,5,2,42
37,2013,5,3,54
38,2013,5,4,22
39,2013,5,5,41
40,2013,5,6,70
41,2013,5,7,60
42,2013,5,8,57
43,2013,5,9,60
44,2013,5,10,85
45,2013,5,11,46
46,2013,5,12,41
47,2013,5,13,72
48,2013,5,14,92
49,2013,5,15,87
50,2013,5,16,40
51,2013,5,17,46
52,2013,5,18,18
53,2013,5,19,9
54,2013,5,20,61
55,2013,5,21,56
56,2013,5,22,53
57,2013,5,23,57
58,2013,5,24,66
59,2013,5,25,49
60,2013,5,26,52
61,2013,5,27,53
62,2013,5,28,129
63,2013,5,29,105
64,2013,5,30,42
65,2013,5,31,13
