,year,mon,day,mac_address_num
0,2013,3,28,6
1,2013,4,1,10
2,2013,4,2,36
3,2013,4,3,34
4,2013,4,4,38
5,2013,4,5,15
6,2013,4,6,20
7,2013,4,7,16
8,2013,4,8,32
9,2013,4,9,20
10,2013,4,10,50
11,2013,4,11,25
12,2013,4,12,43
13,2013,4,13,14
14,2013,4,14,23
15,2013,4,15,80
16,2013,4,16,53
17,2013,4,17,54
18,2013,4,18,60
19,2013,4,19,73
20,2013,4,20,1
21,2013,4,21,1
22,2013,4,22,36
23,2013,4,23,72
24,2013,4,24,16
25,2013,4,25,47
26,2013,4,26,48
27,2013,4,27,36
28,2013,4,28,7
29,2013,4,29,71
30,2013,4,30,85
31,2013,5,1,46
32,2013,5,2,38
33,2013,5,3,44
34,2013,5,4,15
35,2013,5,5,22
36,2013,5,6,65
37,2013,5,7,27
38,2013,5,8,64
39,2013,5,9,34
40,2013,5,10,46
41,2013,5,11,4
42,2013,5,12,0
43,2013,5,13,82
44,2013,5,14,55
45,2013,5,15,37
46,2013,5,16,21
47,2013,5,17,10
48,2013,5,18,7
49,2013,5,19,8
50,2013,5,20,14
51,2013,5,21,43
52,2013,5,22,0
53,2013,5,24,14
54,2013,5,25,19
55,2013,5,26,22
56,2013,5,27,74
