,year,mon,day,mac_address_num
0,2013,3,27,20
1,2013,3,28,12
2,2013,3,29,13
3,2013,3,30,5
4,2013,3,31,1
5,2013,4,1,32
6,2013,4,2,7
7,2013,4,3,21
8,2013,4,4,6
9,2013,4,5,27
10,2013,4,6,16
11,2013,4,7,3
12,2013,4,8,32
13,2013,4,9,4
14,2013,4,10,28
15,2013,4,11,0
16,2013,4,12,1
17,2013,4,20,4
18,2013,4,21,7
19,2013,4,22,17
20,2013,4,23,15
21,2013,4,24,4
22,2013,4,25,42
23,2013,4,26,33
24,2013,4,27,3
25,2013,4,28,4
26,2013,4,29,15
27,2013,4,30,17
28,2013,5,1,6
29,2013,5,2,4
30,2013,5,8,19
31,2013,5,9,2
32,2013,5,10,3
33,2013,5,11,1
34,2013,5,12,3
35,2013,5,13,19
36,2013,5,14,6
37,2013,5,15,23
38,2013,5,16,6
39,2013,5,21,29
40,2013,5,22,4
