,year,mon,day,mac_address_num
0,2013,3,27,19
1,2013,4,1,29
2,2013,4,2,37
3,2013,4,3,56
4,2013,4,4,33
5,2013,4,5,39
6,2013,4,6,11
7,2013,4,7,6
8,2013,4,8,35
9,2013,4,9,34
10,2013,4,10,31
11,2013,4,11,19
12,2013,4,12,50
13,2013,4,13,12
14,2013,4,14,9
15,2013,4,15,45
16,2013,4,16,41
17,2013,4,17,51
18,2013,4,18,69
19,2013,4,19,43
20,2013,4,20,4
21,2013,4,22,70
22,2013,4,23,59
23,2013,4,24,95
24,2013,4,25,57
25,2013,4,26,71
26,2013,4,27,13
27,2013,4,28,9
28,2013,4,29,62
29,2013,4,30,89
30,2013,5,1,64
31,2013,5,2,47
32,2013,5,3,47
33,2013,5,4,8
34,2013,5,5,4
35,2013,5,6,44
36,2013,5,7,38
37,2013,5,8,118
38,2013,5,9,75
39,2013,5,10,93
40,2013,5,11,22
41,2013,5,12,35
42,2013,5,13,44
43,2013,5,14,32
44,2013,5,15,84
45,2013,5,16,29
46,2013,5,17,40
47,2013,5,18,31
48,2013,5,19,22
49,2013,5,20,40
50,2013,5,21,66
51,2013,5,24,8
52,2013,5,25,7
53,2013,5,26,8
54,2013,5,27,83
55,2013,5,28,92
56,2013,5,29,121
57,2013,5,30,32
