,year,mon,day,mac_address_num
0,2013,3,27,20
1,2013,3,28,25
2,2013,3,29,24
3,2013,3,30,7
4,2013,3,31,24
5,2013,4,5,45
6,2013,4,6,30
7,2013,4,7,18
8,2013,4,8,30
9,2013,4,9,17
10,2013,4,10,28
11,2013,4,11,26
12,2013,4,12,13
13,2013,4,13,13
14,2013,4,14,16
15,2013,4,15,17
16,2013,4,16,49
17,2013,4,17,18
18,2013,4,18,52
19,2013,4,19,54
20,2013,4,20,23
21,2013,4,21,16
22,2013,4,22,59
23,2013,4,23,73
24,2013,4,24,21
25,2013,4,25,46
26,2013,4,26,43
27,2013,4,27,27
28,2013,4,28,41
29,2013,4,29,74
30,2013,4,30,68
31,2013,5,1,25
32,2013,5,2,46
33,2013,5,3,33
34,2013,5,4,10
35,2013,5,5,6
36,2013,5,6,38
37,2013,5,7,39
38,2013,5,8,48
39,2013,5,9,24
40,2013,5,10,16
41,2013,5,11,26
42,2013,5,12,1
43,2013,5,13,8
44,2013,5,14,6
45,2013,5,15,30
46,2013,5,16,64
47,2013,5,17,13
48,2013,5,18,32
49,2013,5,19,12
50,2013,5,20,27
51,2013,5,21,61
52,2013,5,22,22
53,2013,5,23,14
54,2013,5,24,16
55,2013,5,25,23
56,2013,5,26,11
57,2013,5,27,67
58,2013,5,28,25
59,2013,5,29,53
60,2013,5,30,9
61,2013,5,31,43
