,year,mon,day,mac_address_num
0,2013,3,27,28
1,2013,3,28,43
2,2013,3,29,45
3,2013,3,30,14
4,2013,3,31,9
5,2013,4,1,24
6,2013,4,2,32
7,2013,4,3,70
8,2013,4,4,25
9,2013,4,5,29
10,2013,4,6,13
11,2013,4,7,32
12,2013,4,8,43
13,2013,4,9,29
14,2013,4,10,62
15,2013,4,11,28
16,2013,4,12,58
17,2013,4,13,7
18,2013,4,14,24
19,2013,4,15,63
20,2013,4,16,35
21,2013,4,17,70
22,2013,4,18,83
23,2013,4,19,97
24,2013,4,20,6
25,2013,4,21,4
26,2013,4,22,94
27,2013,4,23,69
28,2013,4,24,59
29,2013,4,25,72
30,2013,4,26,86
31,2013,4,27,15
32,2013,4,28,28
33,2013,4,29,50
34,2013,4,30,71
35,2013,5,1,91
36,2013,5,2,46
37,2013,5,3,76
38,2013,5,4,4
39,2013,5,5,2
40,2013,5,6,65
41,2013,5,7,88
42,2013,5,8,95
43,2013,5,9,67
44,2013,5,10,68
45,2013,5,11,3
46,2013,5,12,47
47,2013,5,13,79
48,2013,5,14,90
49,2013,5,15,97
50,2013,5,16,58
51,2013,5,17,49
52,2013,5,18,29
53,2013,5,19,49
54,2013,5,20,62
55,2013,5,21,117
56,2013,5,22,67
57,2013,5,23,87
58,2013,5,24,44
59,2013,5,25,62
60,2013,5,26,55
61,2013,5,27,84
62,2013,5,28,87
63,2013,5,29,97
64,2013,5,30,2
65,2013,5,31,12
