,year,mon,day,mac_address_num
0,2013,3,27,11
1,2013,3,28,26
2,2013,3,29,32
3,2013,3,30,1
4,2013,3,31,9
5,2013,4,1,12
6,2013,4,2,11
7,2013,4,3,24
8,2013,4,4,16
9,2013,4,5,11
10,2013,4,6,1
11,2013,4,7,10
12,2013,4,8,18
13,2013,4,9,5
14,2013,4,10,24
15,2013,4,11,24
16,2013,4,12,55
17,2013,4,13,2
18,2013,4,14,2
19,2013,4,15,30
20,2013,4,16,5
21,2013,4,17,36
22,2013,4,18,74
23,2013,4,19,34
24,2013,4,20,5
25,2013,4,21,15
26,2013,4,22,38
27,2013,4,23,6
28,2013,4,24,2
29,2013,4,25,33
30,2013,4,26,52
31,2013,4,27,31
32,2013,4,28,25
33,2013,4,29,24
34,2013,4,30,4
35,2013,5,1,34
36,2013,5,2,50
37,2013,5,3,58
38,2013,5,4,5
39,2013,5,5,4
40,2013,5,6,60
41,2013,5,7,3
42,2013,5,8,41
43,2013,5,9,29
44,2013,5,10,37
45,2013,5,11,10
46,2013,5,12,6
47,2013,5,13,58
48,2013,5,14,9
49,2013,5,15,43
50,2013,5,16,41
51,2013,5,17,13
52,2013,5,18,31
53,2013,5,19,16
54,2013,5,20,4
55,2013,5,21,30
56,2013,5,22,11
57,2013,5,23,21
58,2013,5,24,2
59,2013,5,25,2
60,2013,5,26,34
61,2013,5,27,24
62,2013,5,28,13
