,year,mon,day,mac_address_num
0,2013,3,27,17
1,2013,3,28,33
2,2013,3,29,46
3,2013,3,30,23
4,2013,3,31,35
5,2013,4,1,41
6,2013,4,2,37
7,2013,4,3,30
8,2013,4,4,27
9,2013,4,5,35
10,2013,4,6,34
11,2013,4,7,10
12,2013,4,8,25
13,2013,4,9,49
14,2013,4,10,18
15,2013,4,11,40
16,2013,4,12,37
17,2013,4,13,41
18,2013,4,14,46
19,2013,4,15,18
20,2013,4,16,58
21,2013,4,17,28
22,2013,4,18,71
23,2013,4,19,29
24,2013,4,20,23
25,2013,4,21,12
26,2013,4,22,55
27,2013,4,23,73
28,2013,4,24,31
29,2013,4,25,64
30,2013,4,26,33
31,2013,4,27,23
32,2013,4,28,20
33,2013,4,29,21
34,2013,4,30,23
35,2013,5,1,29
36,2013,5,2,12
37,2013,5,3,51
38,2013,5,4,28
39,2013,5,5,30
40,2013,5,6,67
41,2013,5,7,24
42,2013,5,8,53
43,2013,5,9,15
44,2013,5,10,58
45,2013,5,11,33
46,2013,5,12,40
47,2013,5,13,57
48,2013,5,14,28
49,2013,5,15,147
50,2013,5,16,72
51,2013,5,17,40
52,2013,5,18,21
53,2013,5,19,20
54,2013,5,20,22
55,2013,5,21,72
56,2013,5,22,41
57,2013,5,23,31
58,2013,5,24,28
59,2013,5,25,19
60,2013,5,26,2
61,2013,5,27,58
62,2013,5,28,45
63,2013,5,29,77
