,year,mon,day,mac_address_num
0,2013,3,28,24
1,2013,3,29,24
2,2013,3,30,11
3,2013,3,31,11
4,2013,4,1,30
5,2013,4,2,19
6,2013,4,3,24
7,2013,4,4,32
8,2013,4,5,23
9,2013,4,6,7
10,2013,4,7,10
11,2013,4,8,8
12,2013,4,9,16
13,2013,4,10,18
14,2013,4,11,24
15,2013,4,12,28
16,2013,4,13,13
17,2013,4,14,7
18,2013,4,15,29
19,2013,4,16,17
20,2013,4,17,8
21,2013,4,18,20
22,2013,4,19,9
23,2013,4,20,9
24,2013,4,21,6
25,2013,4,22,45
26,2013,4,23,28
27,2013,4,24,10
28,2013,4,25,16
29,2013,4,26,65
30,2013,4,27,12
31,2013,4,28,10
32,2013,4,29,46
33,2013,4,30,25
34,2013,5,1,48
35,2013,5,2,35
36,2013,5,3,50
37,2013,5,4,29
38,2013,5,5,13
39,2013,5,6,55
40,2013,5,7,15
41,2013,5,8,33
42,2013,5,9,30
43,2013,5,10,39
44,2013,5,11,20
45,2013,5,12,10
46,2013,5,13,31
47,2013,5,14,38
48,2013,5,15,15
49,2013,5,16,24
50,2013,5,17,15
51,2013,5,18,20
52,2013,5,19,18
53,2013,5,20,107
54,2013,5,21,78
55,2013,5,22,185
56,2013,5,23,90
57,2013,5,24,52
58,2013,5,25,107
59,2013,5,26,112
60,2013,5,27,1
61,2013,5,28,82
62,2013,5,29,165
63,2013,5,30,69
64,2013,5,31,78
