,year,mon,day,mac_address_num
0,2013,3,27,13
1,2013,3,28,10
2,2013,3,29,23
3,2013,3,30,4
4,2013,3,31,6
5,2013,4,1,9
6,2013,4,2,15
7,2013,4,3,34
8,2013,4,4,30
9,2013,4,5,12
10,2013,4,6,3
11,2013,4,7,18
12,2013,4,8,6
13,2013,4,9,0
14,2013,4,12,40
15,2013,4,13,13
16,2013,4,14,7
17,2013,4,15,8
18,2013,4,16,5
19,2013,4,17,42
20,2013,4,18,52
21,2013,4,19,0
22,2013,4,21,4
23,2013,4,22,45
24,2013,4,23,20
25,2013,4,24,18
26,2013,4,25,9
27,2013,4,26,57
28,2013,4,27,28
29,2013,4,28,5
30,2013,4,29,8
31,2013,4,30,4
32,2013,5,1,11
33,2013,5,2,38
34,2013,5,3,16
35,2013,5,4,4
36,2013,5,8,16
37,2013,5,9,19
38,2013,5,10,31
39,2013,5,11,12
40,2013,5,12,24
41,2013,5,13,10
42,2013,5,14,6
43,2013,5,15,37
44,2013,5,16,12
45,2013,5,17,11
46,2013,5,18,14
47,2013,5,19,15
48,2013,5,20,9
49,2013,5,21,11
50,2013,5,22,13
51,2013,5,23,16
52,2013,5,24,8
53,2013,5,25,6
54,2013,5,26,5
55,2013,5,27,26
56,2013,5,28,72
