,year,mon,day,mac_address_num
0,2013,3,27,39
1,2013,3,28,46
2,2013,3,29,47
3,2013,3,30,20
4,2013,3,31,6
5,2013,4,1,28
6,2013,4,2,28
7,2013,4,3,65
8,2013,4,4,61
9,2013,4,5,28
10,2013,4,6,46
11,2013,4,7,25
12,2013,4,8,36
13,2013,4,9,3
14,2013,4,10,49
15,2013,4,11,13
16,2013,4,12,64
17,2013,4,13,5
18,2013,4,14,19
19,2013,4,15,111
20,2013,4,16,28
21,2013,4,17,63
22,2013,4,18,70
23,2013,4,19,90
24,2013,4,20,37
25,2013,4,21,8
26,2013,4,22,68
27,2013,4,23,61
28,2013,4,24,59
29,2013,4,25,36
30,2013,4,26,72
31,2013,4,27,63
32,2013,4,28,2
33,2013,4,29,42
34,2013,4,30,6
35,2013,5,1,62
36,2013,5,2,34
37,2013,5,3,54
38,2013,5,4,5
39,2013,5,5,7
40,2013,5,6,110
41,2013,5,7,39
42,2013,5,8,94
43,2013,5,9,25
44,2013,5,11,7
45,2013,5,12,16
46,2013,5,13,76
47,2013,5,14,31
48,2013,5,15,56
49,2013,5,16,5
50,2013,5,17,30
51,2013,5,18,24
52,2013,5,19,4
53,2013,5,20,18
54,2013,5,21,65
55,2013,5,22,40
56,2013,5,23,50
57,2013,5,24,38
58,2013,5,25,68
59,2013,5,26,41
60,2013,5,27,3
61,2013,5,28,10
62,2013,5,31,3
