,year,mon,day,mac_address_num
0,2013,3,28,8
1,2013,4,1,28
2,2013,4,2,27
3,2013,4,3,26
4,2013,4,4,23
5,2013,4,5,30
6,2013,4,6,19
7,2013,4,7,5
8,2013,4,8,19
9,2013,4,9,14
10,2013,4,10,39
11,2013,4,11,23
12,2013,4,12,47
13,2013,4,13,12
14,2013,4,14,7
15,2013,4,15,8
16,2013,4,16,15
17,2013,4,17,59
18,2013,4,18,59
19,2013,4,19,50
20,2013,4,20,21
21,2013,4,21,8
22,2013,4,22,48
23,2013,4,23,55
24,2013,4,24,32
25,2013,4,25,22
26,2013,4,26,30
27,2013,4,27,5
28,2013,4,28,5
29,2013,4,29,27
30,2013,4,30,62
31,2013,5,1,53
32,2013,5,2,49
33,2013,5,3,30
34,2013,5,4,6
35,2013,5,5,18
36,2013,5,6,48
37,2013,5,7,30
38,2013,5,8,52
39,2013,5,9,9
40,2013,5,10,6
41,2013,5,11,22
42,2013,5,12,4
43,2013,5,13,7
44,2013,5,14,55
45,2013,5,15,69
46,2013,5,16,3
47,2013,5,18,0
48,2013,5,19,3
49,2013,5,20,3
50,2013,5,21,13
