,year,mon,day,mac_address_num
0,2013,3,27,14
1,2013,3,28,26
2,2013,3,29,15
3,2013,3,30,8
4,2013,3,31,10
5,2013,4,1,16
6,2013,4,2,15
7,2013,4,3,13
8,2013,4,4,17
9,2013,4,5,39
10,2013,4,6,5
11,2013,4,7,3
12,2013,4,8,13
13,2013,4,9,11
14,2013,4,10,9
15,2013,4,11,23
16,2013,4,12,8
17,2013,4,13,7
18,2013,4,14,13
19,2013,4,15,18
20,2013,4,16,35
21,2013,4,17,45
22,2013,4,18,26
23,2013,4,19,25
24,2013,4,20,18
25,2013,4,21,11
26,2013,4,22,32
27,2013,4,23,64
28,2013,4,24,21
29,2013,4,25,21
30,2013,4,26,6
31,2013,4,27,8
32,2013,4,28,13
33,2013,4,29,32
34,2013,4,30,24
35,2013,5,1,10
36,2013,5,2,16
37,2013,5,3,4
38,2013,5,4,7
39,2013,5,5,7
40,2013,5,6,24
41,2013,5,7,27
42,2013,5,8,24
43,2013,5,9,6
44,2013,5,10,16
45,2013,5,11,11
46,2013,5,12,7
47,2013,5,13,19
48,2013,5,14,7
49,2013,5,15,27
50,2013,5,16,11
51,2013,5,17,6
52,2013,5,18,8
53,2013,5,19,9
54,2013,5,20,20
55,2013,5,21,7
56,2013,5,22,8
57,2013,5,23,5
58,2013,5,24,25
59,2013,5,25,29
60,2013,5,26,24
61,2013,5,27,45
62,2013,5,28,46
63,2013,5,29,64
64,2013,5,30,13
65,2013,5,31,4
