,year,mon,day,mac_address_num
0,2013,3,27,22
1,2013,3,28,16
2,2013,3,29,28
3,2013,3,30,4
4,2013,3,31,3
5,2013,4,1,34
6,2013,4,2,23
7,2013,4,3,22
8,2013,4,4,27
9,2013,4,5,32
10,2013,4,6,5
11,2013,4,7,18
12,2013,4,8,12
13,2013,4,9,33
14,2013,4,10,24
15,2013,4,11,12
16,2013,4,12,52
17,2013,4,13,5
18,2013,4,14,2
19,2013,4,15,48
20,2013,4,16,19
21,2013,4,17,53
22,2013,4,18,49
23,2013,4,19,45
24,2013,4,20,1
25,2013,4,21,1
26,2013,4,22,50
27,2013,4,23,20
28,2013,4,24,18
29,2013,4,25,79
30,2013,4,26,44
31,2013,4,27,2
32,2013,4,28,3
33,2013,4,29,41
34,2013,4,30,9
35,2013,5,1,41
36,2013,5,2,33
37,2013,5,3,45
38,2013,5,4,3
39,2013,5,5,3
40,2013,5,6,54
41,2013,5,7,14
42,2013,5,8,65
43,2013,5,9,15
44,2013,5,10,59
45,2013,5,11,3
46,2013,5,12,3
47,2013,5,13,43
48,2013,5,14,36
49,2013,5,15,40
50,2013,5,16,30
51,2013,5,17,41
52,2013,5,18,3
53,2013,5,19,1
54,2013,5,20,63
55,2013,5,21,42
56,2013,5,22,46
57,2013,5,23,36
58,2013,5,24,68
59,2013,5,25,63
60,2013,5,26,28
61,2013,5,27,84
62,2013,5,28,20
63,2013,5,29,71
64,2013,5,30,2
65,2013,5,31,9
