,year,mon,day,mac_address_num
0,2013,3,27,58
1,2013,3,28,47
2,2013,3,29,69
3,2013,3,30,44
4,2013,3,31,50
5,2013,4,1,83
6,2013,4,2,82
7,2013,4,3,97
8,2013,4,4,69
9,2013,4,5,66
10,2013,4,6,46
11,2013,4,7,76
12,2013,4,8,110
13,2013,4,9,59
14,2013,4,10,117
15,2013,4,11,58
16,2013,4,12,121
17,2013,4,13,28
18,2013,4,14,79
19,2013,4,15,140
20,2013,4,16,84
21,2013,4,17,126
22,2013,4,18,112
23,2013,4,19,102
24,2013,4,20,52
25,2013,4,21,65
26,2013,4,22,111
27,2013,4,23,68
28,2013,4,24,104
29,2013,4,25,99
30,2013,4,26,104
31,2013,4,27,60
32,2013,4,28,68
33,2013,4,29,113
34,2013,4,30,62
35,2013,5,1,80
36,2013,5,2,77
37,2013,5,3,83
38,2013,5,4,52
39,2013,5,5,66
40,2013,5,6,76
41,2013,5,7,66
42,2013,5,8,91
43,2013,5,9,82
44,2013,5,10,88
45,2013,5,11,56
46,2013,5,12,66
47,2013,5,13,104
48,2013,5,14,71
49,2013,5,15,88
50,2013,5,16,67
51,2013,5,17,73
52,2013,5,18,14
53,2013,5,19,28
54,2013,5,20,121
55,2013,5,21,79
56,2013,5,22,101
57,2013,5,23,78
58,2013,5,24,82
59,2013,5,25,26
60,2013,5,26,44
61,2013,5,27,78
62,2013,5,28,130
63,2013,5,29,40
64,2013,5,30,36
65,2013,5,31,26
