,year,mon,day,mac_address_num
0,2013,3,28,7
1,2013,4,1,82
2,2013,4,2,101
3,2013,4,3,141
4,2013,4,4,55
5,2013,4,5,62
6,2013,4,6,9
7,2013,4,7,52
8,2013,4,8,112
9,2013,4,9,33
10,2013,4,10,53
11,2013,4,11,39
12,2013,4,12,123
13,2013,4,13,49
14,2013,4,14,12
15,2013,4,15,85
16,2013,4,16,38
17,2013,4,17,41
18,2013,4,18,24
19,2013,4,19,55
20,2013,4,20,40
21,2013,4,21,19
22,2013,4,22,80
23,2013,4,23,28
24,2013,4,24,77
25,2013,4,25,61
26,2013,4,26,127
27,2013,4,27,35
28,2013,4,28,39
29,2013,4,29,69
30,2013,4,30,65
31,2013,5,1,40
32,2013,5,2,86
33,2013,5,3,100
34,2013,5,4,30
35,2013,5,5,17
36,2013,5,6,96
37,2013,5,7,49
38,2013,5,8,58
39,2013,5,9,56
40,2013,5,10,81
41,2013,5,11,14
42,2013,5,12,33
43,2013,5,13,101
44,2013,5,14,83
45,2013,5,15,67
46,2013,5,16,59
47,2013,5,17,16
48,2013,5,18,22
49,2013,5,19,10
50,2013,5,20,67
51,2013,5,21,85
52,2013,5,22,85
53,2013,5,23,181
