,year,mon,day,mac_address_num
0,2013,3,28,9
1,2013,4,2,22
2,2013,4,3,23
3,2013,4,4,22
4,2013,4,5,24
5,2013,4,6,3
6,2013,4,7,1
7,2013,4,8,19
8,2013,4,9,37
9,2013,4,10,9
10,2013,4,11,27
11,2013,4,12,52
12,2013,4,13,9
13,2013,4,14,7
14,2013,4,15,18
15,2013,4,16,38
16,2013,4,18,63
17,2013,4,19,49
18,2013,4,21,6
19,2013,4,22,36
20,2013,4,23,53
21,2013,4,28,19
22,2013,4,29,28
23,2013,4,30,54
24,2013,5,1,27
25,2013,5,5,17
26,2013,5,6,71
27,2013,5,7,18
28,2013,5,8,62
29,2013,5,9,15
30,2013,5,10,9
31,2013,5,11,9
32,2013,5,12,24
33,2013,5,13,50
34,2013,5,15,38
35,2013,5,16,13
36,2013,5,18,7
37,2013,5,20,1
38,2013,5,21,34
39,2013,5,22,16
40,2013,5,25,39
41,2013,5,26,45
42,2013,5,27,67
43,2013,5,28,30
