,year,mon,day,mac_address_num
0,2013,3,27,12
1,2013,3,28,28
2,2013,3,29,28
3,2013,3,30,29
4,2013,3,31,26
5,2013,4,1,32
6,2013,4,2,27
7,2013,4,3,16
8,2013,4,4,39
9,2013,4,5,15
10,2013,4,6,20
11,2013,4,7,26
12,2013,4,8,59
13,2013,4,9,39
14,2013,4,10,7
15,2013,4,11,22
16,2013,4,12,50
17,2013,4,13,21
18,2013,4,14,9
19,2013,4,15,56
20,2013,4,16,18
21,2013,4,17,40
22,2013,4,18,44
23,2013,4,19,21
24,2013,4,20,50
25,2013,4,21,41
26,2013,4,22,62
27,2013,4,23,76
28,2013,4,24,40
29,2013,4,25,30
30,2013,4,26,51
31,2013,4,27,7
