,year,mon,day,mac_address_num
0,2013,3,27,28
1,2013,3,28,31
2,2013,3,29,38
3,2013,3,30,12
4,2013,3,31,14
5,2013,4,1,31
6,2013,4,2,22
7,2013,4,3,60
8,2013,4,4,26
9,2013,4,5,28
10,2013,4,6,31
11,2013,4,7,12
12,2013,4,8,37
13,2013,4,9,10
14,2013,4,10,25
15,2013,4,11,24
16,2013,4,12,54
17,2013,4,13,11
18,2013,4,14,14
19,2013,4,15,23
20,2013,4,16,35
21,2013,4,17,92
22,2013,4,18,60
23,2013,4,19,81
24,2013,4,20,18
25,2013,4,21,8
26,2013,4,22,31
27,2013,4,23,23
28,2013,4,24,33
29,2013,4,25,15
30,2013,4,26,12
31,2013,4,27,11
32,2013,4,28,7
33,2013,4,29,54
34,2013,4,30,34
35,2013,5,1,56
36,2013,5,2,41
37,2013,5,3,14
38,2013,5,4,7
39,2013,5,5,11
40,2013,5,6,17
41,2013,5,7,17
42,2013,5,8,12
43,2013,5,9,4
44,2013,5,10,6
45,2013,5,11,6
46,2013,5,12,13
47,2013,5,13,44
48,2013,5,14,14
