,year,mon,day,mac_address_num
0,2013,3,27,24
1,2013,3,28,89
2,2013,3,29,62
3,2013,3,30,7
4,2013,3,31,9
5,2013,4,1,61
6,2013,4,2,17
7,2013,4,3,44
8,2013,4,4,41
9,2013,4,5,34
10,2013,4,6,5
11,2013,4,7,9
12,2013,4,8,53
13,2013,4,9,23
14,2013,4,10,31
15,2013,4,11,31
16,2013,4,12,45
17,2013,4,13,7
18,2013,4,14,6
19,2013,4,15,44
20,2013,4,16,35
21,2013,4,17,52
22,2013,4,18,69
23,2013,4,19,79
24,2013,4,20,9
25,2013,4,21,11
26,2013,4,22,59
27,2013,4,23,71
28,2013,4,24,14
29,2013,4,25,18
30,2013,4,26,33
31,2013,5,1,54
32,2013,5,2,82
33,2013,5,3,73
34,2013,5,4,11
35,2013,5,5,9
36,2013,5,6,82
37,2013,5,7,57
38,2013,5,8,50
39,2013,5,9,76
40,2013,5,10,61
41,2013,5,11,23
42,2013,5,12,16
43,2013,5,13,54
44,2013,5,14,50
45,2013,5,15,55
46,2013,5,16,53
47,2013,5,17,82
48,2013,5,18,37
49,2013,5,19,26
50,2013,5,20,51
51,2013,5,21,59
52,2013,5,22,33
53,2013,5,23,70
54,2013,5,24,51
55,2013,5,25,16
56,2013,5,26,29
57,2013,5,27,59
58,2013,5,28,31
