,year,mon,day,mac_address_num
0,2013,3,27,9
1,2013,3,28,28
2,2013,3,29,9
3,2013,3,30,13
4,2013,3,31,1
5,2013,4,1,17
6,2013,4,2,19
7,2013,4,3,40
8,2013,4,4,17
9,2013,4,5,4
10,2013,4,6,1
11,2013,4,7,3
12,2013,4,8,14
13,2013,4,9,7
14,2013,4,10,55
15,2013,4,11,7
16,2013,4,12,43
17,2013,4,13,17
18,2013,4,14,19
19,2013,4,15,4
20,2013,4,19,23
21,2013,4,20,5
22,2013,4,21,6
23,2013,4,22,7
24,2013,4,23,28
25,2013,4,24,35
26,2013,4,25,77
27,2013,4,26,44
28,2013,4,27,18
29,2013,4,28,45
30,2013,4,29,30
31,2013,4,30,53
32,2013,5,1,61
33,2013,5,4,2
34,2013,5,5,9
35,2013,5,6,5
36,2013,5,7,28
37,2013,5,8,9
38,2013,5,9,2
39,2013,5,10,4
40,2013,5,11,5
41,2013,5,12,5
42,2013,5,13,4
43,2013,5,14,7
44,2013,5,15,27
45,2013,5,16,11
46,2013,5,17,7
47,2013,5,18,27
48,2013,5,19,2
49,2013,5,20,34
50,2013,5,21,8
