,year,mon,day,mac_address_num
0,2013,3,27,40
1,2013,3,28,38
2,2013,3,29,48
3,2013,3,30,18
4,2013,3,31,34
5,2013,4,1,43
6,2013,4,2,50
7,2013,4,3,45
8,2013,4,4,58
9,2013,4,5,35
10,2013,4,6,15
11,2013,4,7,39
12,2013,4,8,79
13,2013,4,9,52
14,2013,4,10,64
15,2013,4,11,54
16,2013,4,12,55
17,2013,4,13,14
18,2013,4,14,36
19,2013,4,15,70
20,2013,4,16,77
21,2013,4,17,83
22,2013,4,18,84
23,2013,4,19,56
24,2013,4,20,14
25,2013,4,21,8
26,2013,4,22,99
27,2013,4,23,111
28,2013,4,24,61
29,2013,4,25,17
30,2013,4,26,67
31,2013,4,27,13
32,2013,4,28,39
33,2013,4,29,46
34,2013,4,30,48
35,2013,5,1,80
36,2013,5,2,51
37,2013,5,3,27
38,2013,5,4,6
39,2013,5,5,34
40,2013,5,6,70
41,2013,5,7,69
42,2013,5,8,62
43,2013,5,9,59
44,2013,5,10,59
45,2013,5,11,23
46,2013,5,12,27
47,2013,5,13,67
48,2013,5,14,40
49,2013,5,15,67
50,2013,5,16,34
51,2013,5,17,31
52,2013,5,18,14
53,2013,5,19,17
54,2013,5,20,67
55,2013,5,21,96
56,2013,5,22,71
