,year,mon,day,mac_address_num
0,2013,3,27,8
1,2013,3,28,13
2,2013,3,29,18
3,2013,3,30,4
4,2013,3,31,2
5,2013,4,1,15
6,2013,4,2,2
7,2013,4,3,13
8,2013,4,4,28
9,2013,4,5,12
10,2013,4,6,22
11,2013,4,7,5
12,2013,4,8,16
13,2013,4,9,9
14,2013,4,10,13
15,2013,4,11,14
16,2013,4,12,60
17,2013,4,13,10
18,2013,4,14,4
19,2013,4,15,33
20,2013,4,16,4
21,2013,4,17,37
22,2013,4,18,6
23,2013,4,19,30
24,2013,4,20,24
25,2013,4,21,47
26,2013,4,22,66
27,2013,4,23,41
28,2013,4,24,7
29,2013,4,25,58
30,2013,4,26,15
31,2013,4,27,34
32,2013,4,28,33
33,2013,4,29,55
34,2013,4,30,7
35,2013,5,1,37
36,2013,5,2,50
37,2013,5,3,34
38,2013,5,4,6
39,2013,5,5,6
40,2013,5,6,36
41,2013,5,7,6
42,2013,5,8,47
43,2013,5,9,7
44,2013,5,10,39
45,2013,5,11,48
46,2013,5,12,5
47,2013,5,13,6
48,2013,5,14,7
49,2013,5,15,27
50,2013,5,16,7
51,2013,5,17,7
52,2013,5,18,6
53,2013,5,19,7
54,2013,5,20,6
55,2013,5,21,6
56,2013,5,22,7
