,year,mon,day,mac_address_num
0,2013,3,27,32
1,2013,3,28,34
2,2013,3,29,50
3,2013,3,30,37
4,2013,3,31,4
5,2013,4,1,33
6,2013,4,2,43
7,2013,4,3,39
8,2013,4,4,49
9,2013,4,8,34
10,2013,4,9,44
11,2013,4,10,38
12,2013,4,11,35
13,2013,4,12,48
14,2013,4,13,23
15,2013,4,15,60
16,2013,4,16,50
17,2013,4,17,64
18,2013,4,18,59
19,2013,4,19,69
20,2013,4,20,3
21,2013,4,21,3
22,2013,4,22,69
23,2013,4,23,56
24,2013,4,24,25
25,2013,4,25,49
26,2013,4,26,98
27,2013,4,27,40
28,2013,4,29,51
29,2013,4,30,37
30,2013,5,1,72
31,2013,5,2,38
32,2013,5,3,58
33,2013,5,4,39
34,2013,5,5,77
35,2013,5,6,93
36,2013,5,7,23
37,2013,5,8,44
38,2013,5,9,39
39,2013,5,10,66
40,2013,5,11,28
41,2013,5,12,3
42,2013,5,13,37
43,2013,5,14,42
44,2013,5,15,65
45,2013,5,16,38
46,2013,5,17,13
47,2013,5,18,17
48,2013,5,23,38
49,2013,5,24,11
50,2013,5,25,48
51,2013,5,26,9
52,2013,5,27,52
53,2013,5,28,93
54,2013,5,29,88
55,2013,5,30,61
56,2013,5,31,47
