,year,mon,day,mac_address_num
0,2013,3,29,38
1,2013,3,30,7
2,2013,3,31,1
3,2013,4,1,46
4,2013,4,2,10
5,2013,4,4,21
6,2013,4,5,36
7,2013,4,6,15
8,2013,4,9,9
9,2013,4,11,21
10,2013,4,12,31
11,2013,4,13,11
12,2013,4,14,1
13,2013,4,15,25
14,2013,4,16,35
15,2013,4,17,36
16,2013,4,18,46
17,2013,4,19,48
18,2013,4,20,23
19,2013,4,21,22
20,2013,4,22,42
21,2013,4,23,55
22,2013,4,24,31
23,2013,4,25,16
24,2013,4,27,8
25,2013,4,28,15
26,2013,4,29,13
27,2013,4,30,53
28,2013,5,1,36
29,2013,5,3,32
30,2013,5,4,27
31,2013,5,6,38
32,2013,5,12,13
33,2013,5,13,34
34,2013,5,15,20
35,2013,5,18,18
36,2013,5,19,3
37,2013,5,20,61
38,2013,5,21,60
39,2013,5,22,41
40,2013,5,23,39
41,2013,5,24,47
42,2013,5,25,28
43,2013,5,26,38
44,2013,5,27,59
45,2013,5,28,58
46,2013,5,29,93
